video_name,xmin,xmax,clr_score,reg_score,label
v_wKThOOUV6lY,0.01,0.98,0.0043326183,0.9999990087140196,Tug of war
v_BSlVLi81VGM,0.0,0.99,0.004661604,0.9621264940857611,Shaving legs
v_b1QkoG9hxk8,0.01,0.98,0.00431845,0.9999926264708265,Mixing drinks
v_rMWCaPh9UqE,0.0,0.99,0.0046053235,0.9321724053996795,Mowing the lawn
v_NzrOOXRyDPM,0.0,0.99,0.0015083551,0.9995506722178208,Bullfighting
v_OBua42LRiF8,0.0,0.99,0.0038608538,0.999999985652746,Hurling
v_Ve37zGVerDU,0.0,0.99,0.0033695428,1.0,Arm wrestling
v_VceicZDzH3U,0.0,0.99,0.0017759996,0.9999999993014481,Carving jack-o-lanterns
v_79FMLEeVp7Q,0.0,0.99,0.0010072462,0.6413985136801577,Canoeing
v_rzIaKwWJDZI,0.0,0.99,0.0040327962,0.9999558470359934,Making a cake
v_CBoitanoH4s,0.0,0.99,0.0028529728,0.9999999934640098,Starting a campfire
v_SGQQSH88isc,0.0,0.99,0.00017215333,0.42352970996674427,Gargling mouthwash
v_CRzaKuaCXr8,0.0,0.99,0.00017830427,0.9999918995812512,Cumbia
v_g49F9coR2VU,0.0,0.99,0.004268307,0.9999999069930006,Doing kickboxing
v_hDPLy21Yyuk,0.0,0.99,0.0049258345,0.7640676580245074,Cleaning shoes
v_G0DPDo44wt8,0.0,0.99,0.0048892577,0.9941540761805054,Clean and jerk
v_wcmO0R3Kqzo,0.0,0.99,0.004893804,0.9999970111932917,Doing nails
v_iUVz4A5oblQ,0.0,0.99,0.004804501,0.974206192574017,Installing carpet
v_IeTMYNbQSp0,0.01,0.98,0.004350409,0.7904764297615996,Removing ice from car
v_idTzZaMtGy8,0.0,0.99,0.0048534875,0.9638746331075816,Hurling
v_YlK_P4Ys6hE,0.0,0.99,0.004874464,0.9991461470225396,Snowboarding
v_yVKmkR78Jn0,0.0,0.99,0.0048156558,0.9999990916743265,Hand car wash
v_zE0vlPLBVJo,0.0,0.99,0.004858589,0.9999954870615253,Hitting a pinata
v_3dAJEnMn6QA,0.0,0.99,0.0044325194,0.9999998691924837,Building sandcastles
v_RhEunVjB_Ns,0.0,0.99,0.00018493435,0.9999999999999939,Cheerleading
v_xCedPpnP6Wg,0.0,0.99,0.004780421,0.9998616740470021,Powerbocking
v_NpBZn7OHUKo,0.0,0.99,0.004005295,0.9999850891672448,Kneeling
v_EGrXaq213Oc,0.0,0.99,0.004963477,0.9972073018044632,Snowboarding
v_12v5k4Z8lAE,0.0,0.99,0.0031417632,0.9999996622314791,Wrapping presents
v_DvIng_zQPyY,0.0,0.99,0.004695029,0.9999934965757472,Dodgeball
v_8inrvRctXQ0,0.0,0.99,0.004616202,0.9984507194288765,Playing squash
v_WZUxscN9rW8,0.0,0.99,0.003980124,0.7949503779448115,Plataform diving
v_M1-G6KEhY-M,0.0,0.99,0.0048468146,0.9994436446842415,Horseback riding
v_s43eZJ0hy44,0.0,0.99,0.0045345607,0.9506731325859435,Playing kickball
v_L149Uf5V7K0,0.0,0.99,0.00327433,0.9999999989169922,Rope skipping
v_TRXLUcm2CuQ,0.0,0.99,0.0038786628,0.9999854122978008,Shaving legs
v_S5bjFaZUnOM,0.01,0.98,0.0043143076,0.9999999998906274,Doing fencing
v_rXwSSTGmvb8,0.0,0.99,0.00017709208,0.9999444758756837,Mixing drinks
v_g4G1gg-9y7w,0.0,0.99,0.00475232,0.9945164807213283,Getting a piercing
v_BrgYIg6UXhU,0.0,0.99,0.0048132194,0.9567470828854846,Removing ice from car
v_8iHklV25LaE,0.0,0.99,0.004808876,0.35177679162326575,Washing dishes
v_SnZnAVuMn4M,0.0,0.99,0.0034161515,0.9572197156558414,Playing beach volleyball
v_6TUA9ipKk9I,0.0,0.99,0.0032591657,0.8753514791717112,Plataform diving
v_LM8C4FSpN0w,0.0,0.99,0.0033004733,0.9997229047387073,Playing water polo
v_M_E1i4S8Vp0,0.0,0.99,0.00491828,0.999999999969634,Swinging at the playground
v_8tlLBffNjf8,0.0,0.99,0.0048593464,0.9999999995255381,Decorating the Christmas tree
v_sAAARH12tdc,0.0,0.99,0.004250795,0.9998749799108532,Putting on makeup
v_wnsy_i-IXpM,0.0,0.99,0.004677426,0.9889321320405965,Snowboarding
v_YTdLk7Nsn_k,0.0,0.99,0.0012858032,0.37029646927953,Changing car wheel
v_cIpBpGQ0XTI,0.0,0.99,0.0047994186,0.9999999761373914,Changing car wheel
v_oIEDMaMo7UE,0.0,0.99,0.0028375105,0.9999945481137802,Hammer throw
v_CocYQOgnegg,0.0,0.99,0.0023866193,0.9999998932197623,Blowing leaves
v_z6U8CyJRNXw,0.0,0.99,0.004578284,0.9999935700061476,Wakeboarding
v__QyQSAtMdj8,0.0,0.99,0.0049396395,0.9814825199387679,Snowboarding
v_CRH5U5XKb2Q,0.0,0.99,0.004944809,0.9989799341615052,Playing guitarra
v_aYSm25veKTs,0.0,0.99,0.0046548024,0.999939903498611,BMX
v_Htp7EK8IB18,0.0,0.99,0.0046649706,0.9999999999779435,Snow tubing
v_qhYQd9nwOts,0.0,0.99,0.001523607,0.9997739212104988,Canoeing
v_vlX9sU9bM9s,0.0,0.99,0.004804785,0.5861843584318295,Javelin throw
v_2Tuht3F2uc8,0.0,0.99,0.0026143966,0.9999999968994194,Shoveling snow
v_2iW1Eq9SDW4,0.0,0.99,0.003201566,0.9999645525755461,Playing beach volleyball
v_6hNV9oxC51k,0.0,0.99,0.004191722,0.9999999999963289,Rafting
v_eZbdiuUu0S8,0.0,0.99,0.00017325357,0.9756685743687932,Swimming
v_pZxteNqdweM,0.0,0.99,0.0025609212,0.9999999993036591,Mixing drinks
v_9VRLj4IfUzY,0.0,0.99,0.0043842997,0.42040899851612096,Painting furniture
v_S5bjFaZUnOM,0.0,0.99,0.0001759193,0.9999999998906274,Doing fencing
v_NDyc4PZE954,0.0,0.99,0.0036242837,0.8888385634072692,Polishing shoes
v_TSO5Phe2ZM4,0.0,0.99,0.0046769334,0.9999994599790412,Playing squash
v_3nX5ZwzHftM,0.0,0.99,0.004591425,0.9999999961568008,River tubing
v_M1-G6KEhY-M,0.0,0.99,0.0042293454,0.9994436446842415,Horseback riding
v_Fv1qhPABYk0,0.0,0.99,0.0036290723,0.9999988010814778,Tug of war
v_ArzhjEk4j_Y,0.0,0.99,0.004882207,0.9999998789359734,Building sandcastles
v_eYgXvnnlPQA,0.0,0.99,0.004655761,0.9999998835787208,Rock climbing
v_Zxi0V2pBPlA,0.0,0.99,0.0049177934,0.630377887083062,Putting on shoes
v_dRqbDamDLT0,0.01,0.98,0.0044465815,0.9426025248337417,Fixing bicycle
v_Zr1xfVeUGeo,0.01,0.98,0.004467579,0.998384000645546,Making a cake
v_dID-dQpaLbc,0.0,0.99,0.004862037,0.9999991273632118,Tai chi
v_RrEJ2-TfWCI,0.0,0.99,0.0017485798,0.9999832902531748,Playing lacrosse
v_SnZnAVuMn4M,0.0,0.99,0.0047730096,0.9572197156558414,Playing beach volleyball
v_xQljKBB3498,0.0,0.99,0.0048503424,0.8447938159293982,Washing face
v_8TGG-FZx0cc,0.0,0.99,0.0047771726,0.98201114209631,Making an omelette
v_DBGea9pST1A,0.01,0.98,0.004308314,0.9996052597590249,Shoveling snow
v_TX8FGTL1flw,0.0,0.99,0.0034028173,0.9999999999496014,Ice fishing
v_sGFbsMKkoYs,0.0,0.99,0.004959985,0.998907038591589,Clean and jerk
v_bc7r5_gSAVg,0.0,0.99,0.003993963,0.9999999834450792,Playing blackjack
v_Cc_DmDsXm6M,0.0,0.99,0.0045960858,0.97457917842164,Waterskiing
v_I4uZkBmE5eM,0.0,0.99,0.0013033155,0.9999999999999996,Playing congas
v_3nX5ZwzHftM,0.0,0.99,0.004778643,0.9999999961568008,River tubing
v_6NqS3vYvf6Q,0.0,0.99,0.004863395,0.9761708123774003,Horseback riding
v_rZGxJN2AOQY,0.0,0.99,0.004972769,0.9986258257054612,Playing racquetball
v_A4PdcfWqrN8,0.0,0.99,0.003361469,0.999999999969221,Disc dog
v_TDROfnEk0NQ,0.0,0.99,0.0012531696,0.9999999963425031,Shaving
v_DzxPreFrmFE,0.0,0.99,0.0027641295,1.0,Playing ten pins
v_kZB7yxzHOrA,0.0,0.99,0.0031103806,0.9965006844691254,Springboard diving
v_xc0Wm-TH5K8,0.0,0.99,0.0048982007,0.896241844164189,Clean and jerk
v_pX-ik8n_eNQ,0.0,0.99,0.0040746015,0.9999999999999954,Ping-pong
v_ep2Kyk8CHT8,0.01,0.98,0.004425855,0.6617678948947572,Plastering
v_RhEunVjB_Ns,0.01,0.98,0.004394462,0.9999999999999939,Cheerleading
v_FfYNkePtHjo,0.0,0.99,0.0037994687,0.9999969755267302,Playing badminton
v_lfH_S2LTEXA,0.0,0.99,0.0038023584,0.9999999999999999,Rock climbing
v_saB1t3Znhk0,0.01,0.98,0.004341064,0.9910974902359878,Doing karate
v_OXTQsO5abO4,0.0,0.99,0.0013151452,0.999998725390447,Ironing clothes
v_2SYTRqm4Ym4,0.0,0.99,0.0048702923,0.9999999932348619,Fun sliding down
v_-cJova7MiO8,0.0,0.99,0.004897953,0.8178220182796195,Sumo
v_079MEwdDNjg,0.0,0.99,0.0047744093,0.5020085703977002,Playing lacrosse
v_9Hxcuf80TK0,0.0,0.99,0.00017255176,1.0,Playing saxophone
v_D3NZ45e9llI,0.0,0.99,0.0049121254,0.9956822379635097,Kayaking
v_Sh8r9g_lp7U,0.0,0.99,0.0048971795,0.8796299610872651,Laying tile
v_rZGxJN2AOQY,0.0,0.99,0.004974967,0.9986258257054612,Playing racquetball
v_DinaQYSgbtg,0.0,0.99,0.004930403,0.9912379587322826,Washing dishes
v_t0y6dkIwEvc,0.0,0.99,0.004619348,0.9585149118633915,Triple jump
v_GJDl-whUpq4,0.0,0.99,0.0035592406,0.6820092061776061,Clipping cat claws
v_cVuHOF56B64,0.01,0.98,0.0044157775,0.999596955429871,Beer pong
v_EXUKhI7WTqo,0.0,0.99,0.0048580365,0.9999999591522912,Cumbia
v_nKn2uQTVo-U,0.0,0.99,0.004949508,0.9999661168881111,Breakdancing
v_ESecNZbZgug,0.01,0.98,0.004235911,0.9999999998344324,Elliptical trainer
v_immCYvN8pwQ,0.01,0.98,0.004243191,0.9999718944276675,Longboarding
v__3I4nm2zF5Y,0.0,0.99,0.004266743,0.8682371384815298,Getting a haircut
v_zOGg5-Mll4o,0.0,0.99,0.0029130983,0.9557137452831228,Skiing
v_dnQcp43wbRY,0.0,0.99,0.00017633857,0.6600094004964233,Assembling bicycle
v_iId8WcbiKZI,0.0,0.99,0.003082803,0.927829423850571,Waterskiing
v_EXUKhI7WTqo,0.0,0.99,0.004843879,0.9999999591522912,Cumbia
v_QUJXOFPJ_YI,0.01,0.98,0.0043880935,0.8134733311596486,Playing racquetball
v_Xq9ueKle4fY,0.0,0.99,0.004951663,0.9972889457876529,Grooming dog
v_mV5DfYFg4H0,0.0,0.99,0.0045023565,0.9999999632395137,Clipping cat claws
v_KZLEUd2ALVI,0.0,0.99,0.0040142806,0.9867960237377918,Hammer throw
v_gh0GD6OvLHE,0.0,0.99,0.00052773935,0.9986739700998919,Shaving legs
v_GxSh-XQhIjU,0.0,0.99,0.0048729773,0.9644803137353133,Hurling
v_PDjtB578yRk,0.0,0.99,0.0021342216,0.9999999999991707,Capoeira
v_CN01Gm2Yc4k,0.0,0.99,0.0048727244,0.8412399455423712,Doing crunches
v_70GQ4Nnrk4E,0.0,0.99,0.0047174804,0.9999866371041204,Rope skipping
v_8Ny9NjNpQQA,0.0,0.99,0.0031175183,0.4862009813870797,Canoeing
v_4Lu8ECLHvK4,0.0,0.99,0.004374184,0.9997072743154044,Playing kickball
v_C8Toxe4fE30,0.01,0.98,0.004197839,0.9966419444542681,Discus throw
v_hokqvyeqhmg,0.0,0.99,0.0012915164,0.6939953671416135,Rock climbing
v_l_KhWbeZeRA,0.0,0.99,0.0039086714,0.9990146495704764,Futsal
v_UrQ7Jq1s95o,0.0,0.99,0.0046299836,0.7998756989565066,Clean and jerk
v_cVuHOF56B64,0.0,0.99,0.0048051346,0.999596955429871,Beer pong
v_1-Ud-q4y1oc,0.01,0.98,0.0041817394,0.9029083809851824,Cleaning windows
v_4JnXF13ktSs,0.0,0.99,0.004407491,0.5661534651276557,Mowing the lawn
v_B5VIJnAFlK8,0.0,0.99,0.0034524703,0.9999599748718929,Cleaning windows
v_a2jpe1QfZdM,0.0,0.99,0.0043444023,0.7014776411782477,Bullfighting
v_2GCNxOKMtBo,0.0,0.99,0.0035473253,0.9999999952741448,Ice fishing
v_MsalIjwP3no,0.0,0.99,0.0037904896,0.867214108129803,Plastering
v_HrKO4BfXVbk,0.0,0.99,0.004855157,1.0,Playing saxophone
v_hzuQYOG0a_g,0.0,0.99,0.0047900565,0.9987161020661356,Kayaking
v_hr8zkCXbTTk,0.0,0.99,0.0049298117,0.9999999745271853,Curling
v_kxfOrs5ZWkw,0.0,0.99,0.0048942906,0.9985109659451468,Making a cake
v_mf6UsZuW9Nw,0.0,0.99,0.00395216,0.8494264439580085,Applying sunscreen
v_1926p23ooUM,0.0,0.99,0.003394323,0.9999999965229083,Layup drill in basketball
v_3j2d27w3x5Q,0.01,0.98,0.004246796,0.9984875430695598,Preparing pasta
v_optJ47P_5Ys,0.0,0.99,0.0005176706,0.9999802343439758,Hand washing clothes
v_I6IfZiNmlWA,0.0,0.99,0.004933973,0.9967581076640414,Hurling
v_Yi3xUQcaOnE,0.0,0.99,0.0023321277,0.910559271648096,Rafting
v_TeLWp5sSxg0,0.0,0.99,0.0048793205,0.7304811072584253,Brushing hair
v_HrKO4BfXVbk,0.0,0.99,0.004683286,1.0,Playing saxophone
v_DQVkDzj4cPE,0.0,0.99,0.0033777517,0.9795314923714873,Swimming
v_yDH9iAn82Q8,0.0,0.99,0.0048764525,0.8157505893453284,Preparing pasta
v_yRgei7gpr-I,0.0,0.99,0.0037698841,0.9801820582416542,Shot put
v_Fi2Al65EH0g,0.0,0.99,0.004842409,0.9999999999780377,Disc dog
v_ZYPKueJon34,0.0,0.99,0.0048625427,0.8501616901124857,Bungee jumping
v_2MRR5NxbO9k,0.0,0.99,0.0048886356,0.8050597273090202,Mowing the lawn
v_21Pz1cjdd2I,0.0,0.99,0.004820363,0.9999999999838505,Snow tubing
v_L2FgftH2VD8,0.0,0.99,0.0025511123,0.9999849154360613,Hand washing clothes
v_V4srMOGRlU8,0.0,0.99,0.0044618296,0.9999877765362091,River tubing
v_JHITVq5zJOM,0.0,0.99,0.0031880024,0.9273318253439504,Playing beach volleyball
v_mSonugqhYuE,0.0,0.99,0.0012873816,0.5401981098480978,Assembling bicycle
v_tb7s5a1H-IU,0.0,0.99,0.0037768048,0.8754001919758205,Blow-drying hair
v__b_9BQvJ_v4,0.0,0.99,0.0034037349,0.9999999922897075,Disc dog
v_46YBNutTwKg,0.0,0.99,0.0028850215,0.9999999999519674,Decorating the Christmas tree
v_AeefhelpxGA,0.0,0.99,0.0037233287,1.0,Playing congas
v_vvHrSeomFtg,0.0,0.99,0.004403552,0.9999999628415069,Making a sandwich
v_4Q5YJKHa5W0,0.0,0.99,0.0035164072,0.9999998605094429,Making a sandwich
v_BQRidRi2V1c,0.0,0.99,0.0049223974,0.9999999987621856,Rope skipping
v_J8mSgO4r-kQ,0.01,0.98,0.004460913,0.9999999999999999,Ice fishing
v_oSDHYvvYo5M,0.0,0.99,0.0048747524,0.9999938083973211,Plastering
v_Y1UwPTU61uk,0.0,0.99,0.0018169009,0.9999999947358159,Using the balance beam
v_odbjmsyfJe4,0.01,0.98,0.0044017658,0.5281976392832839,Arm wrestling
v_kElViDpjunQ,0.0,0.99,0.0048955274,0.9754982868676153,Cleaning shoes
v_8kO6A3W_kQ8,0.01,0.98,0.004397687,0.9981582925864116,Brushing hair
v_igrjxhf0XyY,0.0,0.99,0.0034265418,0.9961633228678738,Applying sunscreen
v_tMM166j4YEw,0.0,0.99,0.0047400133,0.9903303788627037,Calf roping
v_Qci4EFEIZuo,0.0,0.99,0.004854996,0.9999999748328812,Drum corps
v_gjz9pSK0Y9I,0.01,0.98,0.004479696,0.8451499999322566,Putting on shoes
v_d3RF0qC6RJs,0.0,0.99,0.0045397948,0.9999999999992101,Disc dog
v_Nn-KZMYbOv4,0.0,0.99,0.0028581868,0.99999999846963,Spinning
v_VeWdsZb5tog,0.01,0.98,0.0042842613,0.9999989555994253,Hopscotch
v_-7wfTI8Qv1Q,0.0,0.99,0.004929342,0.9999999989252336,Swinging at the playground
v_uOUjBTlwoxg,0.0,0.99,0.004918731,0.9930343917591566,Snowboarding
v_vjMuhHo6wMY,0.0,0.99,0.0049722665,0.9993839666388076,Disc dog
v_iA8ylJWzzVc,0.0,0.99,0.004345982,0.9998788269180962,Decorating the Christmas tree
v_iMB_mb11KWM,0.0,0.99,0.0038291605,0.9999999996370433,Tug of war
v_mtSJG4q2vP4,0.0,0.99,0.004767687,0.6646434273938733,Triple jump
v_t3eRbi1Uk5E,0.0,0.99,0.0026088895,0.9999999827429157,Elliptical trainer
v_wpxozv4Yois,0.0,0.99,0.004852096,0.9998873432572467,Snowboarding
v_Khxa5Ey3udM,0.01,0.98,0.0044496018,0.557041515705622,Mowing the lawn
v_9xHLzVojpBc,0.0,0.99,0.0044499575,0.9999999734685818,Tennis serve with ball bouncing
v_UnOzWl0EGCA,0.0,0.99,0.004124179,0.9999999979800263,Mixing drinks
v_tpDhYD9e_cU,0.0,0.99,0.0047294497,0.9378591884455678,Rollerblading
v_KBMvitQaXzE,0.0,0.99,0.0045123375,0.9999999999877842,Camel ride
v_VceicZDzH3U,0.0,0.99,0.0043334835,0.9999999993014481,Carving jack-o-lanterns
v_0PmrImNqA2w,0.0,0.99,0.0038231465,0.9498614430085156,Painting fence
v_KfzVxgHEyzI,0.0,0.99,0.005023367,0.3574178701361599,Playing field hockey
v_fgP2pf2rh4Q,0.0,0.99,0.0047782483,0.9999995309467749,Smoking a cigarette
v_JQavlg895jU,0.0,0.99,0.0034193818,0.9999999862224287,Cheerleading
v_TdqEtrrPX_Q,0.0,0.99,0.0048305774,0.9999999262097105,Disc dog
v_u6f9COsww0w,0.01,0.98,0.004252816,0.9999628895228493,Playing water polo
v_HfN967uah8o,0.0,0.99,0.004053482,0.9999999998327385,Snow tubing
v_MzNI-qdQfQc,0.0,0.99,0.0031948437,0.9999999999999992,Playing rubik cube
v_V35ubrbe8gA,0.0,0.99,0.0030491482,0.9999651846336026,Trimming branches or hedges
v_wUvC0TXK1PM,0.0,0.99,0.0013036366,0.7667022558557419,Cleaning windows
v_rDT4ngAfeHs,0.01,0.98,0.004387459,0.844993952299101,Vacuuming floor
v_4bUxtqX_oxM,0.0,0.99,0.002875592,0.9999922911036949,Camel ride
v_5co1E0umtJQ,0.0,0.99,0.004490691,0.9999999998265231,Scuba diving
v_sY31L_r7dsk,0.0,0.99,0.0040510413,0.8998742782068492,Preparing salad
v_wH-uaN8gL_k,0.0,0.99,0.00017490795,0.9984676197200619,Dodgeball
v_39dTxOhrW68,0.0,0.99,0.004897796,0.9996433310891125,Trimming branches or hedges
v_3L0MnbQkLWM,0.0,0.99,0.00430824,0.9999999999999982,Hopscotch
v_l-gHWS0oXiw,0.0,0.99,0.0021765747,0.6509221642534683,Swinging at the playground
v_rDT4ngAfeHs,0.0,0.99,0.0047890083,0.844993952299101,Vacuuming floor
v_CGIrDfEP5lE,0.0,0.99,0.0046097725,0.5052905750164711,Mowing the lawn
v_Xj1R81SK_zs,0.0,0.99,0.0038323672,0.9872378218189068,Surfing
v_2iW1Eq9SDW4,0.0,0.99,0.0030207492,0.9999645525755461,Playing beach volleyball
v_UN0bAa_ko4I,0.0,0.99,0.0049779164,0.747751909800638,Capoeira
v_ah3tGziTbds,0.0,0.99,0.004629601,0.9999987839760068,Sailing
v_elgmPvU19K8,0.0,0.99,0.0048867636,0.9998513268268194,Wakeboarding
v_o-aSCtwxsTw,0.0,0.99,0.0049335896,0.9999257671218219,Kite flying
v_R_TRpIHkgMs,0.0,0.99,0.004459734,0.9999999999999949,Playing pool
v_yQ2AirKmnTM,0.0,0.99,0.0040739765,0.9999999999999931,Riding bumper cars
v_3AsQjx1lxLU,0.01,0.99,0.004563853,0.9999999966158621,Running a marathon
v_mk3srKjFB3A,0.0,0.99,0.0043915827,0.9999999999999359,Using the pommel horse
v_5qsXmDi8d74,0.0,0.99,0.0048706126,0.9999999936093894,Sumo
v_UxR9fdD0Vzw,0.0,0.99,0.0015138258,0.9993048270402296,Trimming branches or hedges
v_VrNHEv6aR38,0.0,0.99,0.0039864066,0.9962960697952538,Playing water polo
v_5ry-UTd0y_o,0.01,0.98,0.0042769774,0.9999989623411328,Snow tubing
v_9nndNUHadcg,0.0,0.99,0.0023573742,0.9999999181076201,Mixing drinks
v_Wy0u0amd4Ko,0.0,0.99,0.004666075,0.9934821220800657,Playing squash
v_yVKmkR78Jn0,0.0,0.99,0.0048015956,0.9999990916743265,Hand car wash
v_aDWrPrNFdR0,0.0,0.99,0.00017525343,0.9998639524257055,Beer pong
v_2XOTxAZZhsQ,0.0,0.99,0.0048471782,0.9966573325959068,Washing dishes
v_8ZA8UGBEx74,0.0,0.99,0.0048288945,0.9999999999610303,Cumbia
v_gh0GD6OvLHE,0.0,0.99,0.0020702332,0.9986739700998919,Shaving legs
v_vJiOYQE9tts,0.0,0.99,0.0031547789,0.998265237975376,Grooming horse
v_xV7uPiqNuwQ,0.01,0.98,0.0042044986,0.8389886099892653,Fixing bicycle
v_L149Uf5V7K0,0.0,0.99,0.0049447413,0.9999999989169922,Rope skipping
v_wpxozv4Yois,0.0,0.99,0.004322128,0.9998873432572467,Snowboarding
v_JKZ-3N1fYL8,0.0,0.99,0.004816005,0.9987176505412018,Raking leaves
v_seQE5VZt3K0,0.0,0.99,0.0028883105,0.9392189489977079,Laying tile
v_7tlXgKBTD_0,0.0,0.99,0.004817931,0.9999273955338924,Doing crunches
v_rxfkWIGZtlQ,0.0,0.99,0.0009992488,0.441646061349758,Blow-drying hair
v_tMTvOaUYNeg,0.0,0.99,0.004796134,0.9999941094792055,Raking leaves
v_4cd0sNdLmT4,0.0,0.99,0.0044498625,0.9892099933880286,Roof shingle removal
v_nfIM66dU_J0,0.0,0.99,0.004824719,0.9431620622005914,Doing kickboxing
v_wwh94C7NB1I,0.0,0.99,0.0043067075,0.9999995102275591,Longboarding
v_e8gJpLlqzA8,0.0,0.99,0.0049546477,0.9999999934095977,Cheerleading
v_A8KtrGjBodw,0.0,0.99,0.00480784,0.39266405066064103,Drinking beer
v_qmKSDwVvxVk,0.0,0.99,0.0049058283,0.9999987182827765,High jump
v_KePjkCySBCs,0.0,0.99,0.002226037,0.9994996143413757,Rollerblading
v_6QbIJ2pnXXo,0.0,0.99,0.0047558695,0.6735542999944429,Doing nails
v_rXgxlwrRFTg,0.0,0.99,0.004720184,0.9817254095667087,Horseback riding
v_7mmXZeOJT8w,0.0,0.99,0.0048479224,0.9984957567298272,Brushing teeth
v_cjUz6gVQPEs,0.0,0.99,0.0017540006,0.9996337464907801,Using parallel bars
v_U7vH9pEfGVw,0.0,0.99,0.004142896,0.9999999998907415,Playing blackjack
v_wEn3nAJHhtw,0.0,0.99,0.004809924,0.9999999998712565,Disc dog
v_XBO6AIdaCzU,0.0,0.99,0.004136977,0.8509162048631542,Playing harmonica
v_gMLA3a0FMS0,0.0,0.99,0.0036407425,0.958209300694535,Playing lacrosse
v_l9HcwQPNvWo,0.0,0.99,0.0037896559,0.5179076087015813,Playing harmonica
v_z85nM9V4058,0.0,0.99,0.0012879439,0.9999999999999698,Hopscotch
v_rzIaKwWJDZI,0.0,0.99,0.0035700372,0.9999558470359934,Making a cake
v_Nsl_tnIRNEo,0.0,0.99,0.0033662838,0.9999999999998664,Playing ten pins
v_ufBz1xfqQoM,0.01,0.98,0.0041999063,0.9999995806483979,Tango
v_U1nvAxorOPQ,0.0,0.99,0.0049029947,0.9993887390561494,Grooming horse
v_bXApJtAf6Qo,0.0,0.99,0.0012837962,0.999999999999998,Scuba diving
v_zQVUXbyCV1o,0.0,0.99,0.004911567,0.9998481936898383,Beach soccer
v_w--X02F3MHM,0.0,0.99,0.0041201334,0.9999999999989386,Hopscotch
v_zb6WUBWwXfk,0.0,0.99,0.003114903,0.9999980999682836,Spinning
v_aYrhuTGO440,0.0,0.99,0.003080736,0.9999999999963077,Walking the dog
v_P-04xkAdWSY,0.0,0.99,0.0037312075,0.608669009509169,Triple jump
v_xhBvsWa0PCs,0.0,0.99,0.004829727,0.9968596471750264,Calf roping
v_BWsjIONsXlM,0.0,0.99,0.0043784184,0.7013853018085485,Waxing skis
v_bc7r5_gSAVg,0.0,0.99,0.0025545422,0.9999999834450792,Playing blackjack
v_TpgtCuYz0RQ,0.0,0.99,0.003854168,0.9999986435080724,Rock-paper-scissors
v_eH8PT9fzbqU,0.0,0.99,0.0048094094,0.39982668411487565,Swinging at the playground
v_KePjkCySBCs,0.0,0.99,0.0047961026,0.9994996143413757,Rollerblading
v_GlJ4DvArV6Q,0.0,0.99,0.0046342285,0.9978292344791693,Playing polo
v_FsS8cQbfKTQ,0.0,0.99,0.0038326622,0.9999583937777898,Pole vault
v_MvZFYjs80Y4,0.0,0.99,0.0018468646,0.9986787672567865,Rock-paper-scissors
v_hoyQ36EH1a8,0.0,0.99,0.004110369,0.9949514173147226,Horseback riding
v_GLL1vOrV5Qo,0.0,0.99,0.0048274784,0.9973626558847432,Hanging wallpaper
v_K6oVOQG0lOo,0.0,0.99,0.0047265952,0.9116080431207945,Changing car wheel
v_jVoj7XaUoU8,0.01,0.98,0.004447948,0.9999999897773256,Ballet
v_ccKJg_f1UDo,0.0,0.99,0.0047401735,0.9845324988997558,Using the balance beam
v_cyznGwlE9hM,0.0,0.99,0.0041091815,0.9981130689706224,Discus throw
v_Z_hwYD3_lBY,0.0,0.99,0.001818453,0.9138829640963498,Mowing the lawn
v_51wFW1g42VQ,0.0,0.99,0.0044314973,0.8505340842908945,Hurling
v_LAicExwwM54,0.0,0.99,0.0049058334,0.5124675619328287,Fixing the roof
v_sF859t5osSg,0.0,0.99,0.002013681,0.6760210170095013,Grooming dog
v_eMI2x3HFozQ,0.01,0.98,0.0042983606,0.9999999999652647,Arm wrestling
v_QUJXOFPJ_YI,0.0,0.99,0.004808135,0.8134733311596486,Playing racquetball
v_RpVkFIpEhIE,0.01,0.98,0.00424841,0.9990741935982561,Hammer throw
v_bXApJtAf6Qo,0.0,0.99,0.0044429684,0.999999999999998,Scuba diving
v_6rfFmqz6s8M,0.0,0.99,0.0012869445,0.9997078140330888,Ping-pong
v_KBMvitQaXzE,0.0,0.99,0.004717999,0.9999999999877842,Camel ride
v_kyafh7Ownao,0.0,0.99,0.0040782774,0.9578146422669982,Hand car wash
v_4Oug7S32B-4,0.01,0.98,0.004361427,0.7845366905613868,Running a marathon
v_JgAlMwG3fWw,0.0,0.99,0.004929191,0.9999999999933272,Sailing
v_WaFDgdqY1DM,0.0,0.99,0.00475454,0.18277760592804848,Doing a powerbomb
v_MmOQhq95Z_g,0.0,0.99,0.0017513072,0.9999999999169095,Pole vault
v_AUFI2wx5Z48,0.0,0.99,0.004628841,0.9999999998888777,Doing nails
v_H91Dm6jaUPg,0.01,0.98,0.0041835466,0.999999600601486,Painting
v_6hu3V1PS4vM,0.0,0.99,0.0045202514,0.9999293568123849,Playing field hockey
v_KbEoaYhMZ6c,0.0,0.99,0.0045217783,0.9906753037782087,Vacuuming floor
v_bb9AIdvKkZU,0.0,0.99,0.0037222104,0.9999990857200601,Shoveling snow
v_a4-5QFOiAiw,0.01,0.98,0.004127774,0.9999998887528145,Tennis serve with ball bouncing
